,dataset,start_age,end_age,sex,tissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
4034,droplet,3m,30m,male,Lung,Peg13,-2.25097393989563,5.031642649555579e-05,1.0570585800451227e-05,0.00011595318210311234,1.0142356535457322e-43
4035,droplet,3m,30m,male,Lung,Spg20,-2.249483823776245,2.2032385459169745e-05,4.633395747077884e-06,7.616275979671627e-05,2.6107960292834407e-14
4036,droplet,3m,30m,male,Lung,Kdelc1,-2.249185800552368,1.684144626779016e-05,3.542475951689994e-06,6.577900057891384e-05,2.69263516770254e-09
4037,droplet,3m,30m,male,Liver,Pex7,-2.248227596282959,0.00010859148460440338,2.2856607756693847e-05,0.0001580639072926715,7.023828377252701e-25
4038,droplet,3m,30m,male,Lung,Slc39a1,-2.248196601867676,0.00019458633323665708,4.0957904275273904e-05,0.00034049301757477224,1.142551072429332e-91
4039,droplet,3m,30m,male,Spleen,Dapk2,2.247286319732666,2.130374696207582e-06,1.0114787073689513e-05,4.755406189360656e-05,7.334791902581859e-06
4040,droplet,3m,30m,male,Liver,Sfxn1,-2.24676775932312,0.00012531166430562735,2.6402614821563475e-05,0.00020165556634310633,7.38439326643546e-20
4041,droplet,3m,30m,male,Liver,Hltf,2.246682643890381,4.761684067489114e-06,2.259849316033069e-05,4.919689308735542e-05,5.192088310103829e-12
4042,droplet,3m,30m,male,Liver,Tcerg1,2.2464964389801025,5.495232016983209e-06,2.6076477297465317e-05,4.956487464369275e-05,3.4380835525583163e-15
4043,droplet,3m,30m,male,Lung,Samsn1,2.245239496231079,2.6926220016321167e-05,0.00012766147847287357,0.00021404439758043736,8.934268709520229e-188
4044,droplet,3m,30m,male,Lung,Zrsr1,-2.244934558868408,2.1838644897798076e-05,4.607156824931735e-06,7.654466753592715e-05,6.920604741095783e-14
4045,droplet,3m,30m,male,Lung,Golim4,-2.24471378326416,5.134417733643204e-05,1.0833404303411953e-05,0.00011980757699348032,4.641275958013027e-43
4046,droplet,3m,30m,male,Liver,Acsf2,-2.242487668991089,9.117664012592286e-05,1.9267594325356185e-05,0.00014140566054265946,2.8108963334844188e-21
4047,droplet,3m,30m,male,Liver,Notch1,2.242244243621826,5.717236490454525e-06,2.705010774661787e-05,7.217199890874326e-05,2.919212601114048e-11
4048,droplet,3m,30m,male,Liver,Rpl31-ps12,2.2405645847320557,6.132954149506986e-05,0.0002898323582485318,0.0004695515090133995,1.8823343899682356e-83
4049,droplet,3m,30m,male,Liver,Synj1,2.2400760650634766,1.0192178706347477e-05,4.815009015146643e-05,7.152870239224285e-05,5.643228789675436e-28
4050,droplet,3m,30m,male,Lung,Zfp938,-2.2396960258483887,1.6211854017456062e-05,3.4325505566812353e-06,6.453313835663721e-05,1.3426001584373153e-08
4051,droplet,3m,30m,male,Liver,Tle1,-2.239603281021118,3.80777200916782e-05,8.062748747761361e-06,9.523444168735296e-05,8.819893864024536e-06
4052,droplet,3m,30m,male,Lung,Acp5,2.239189624786377,1.9933435396524146e-05,9.411208884557709e-05,0.00022687714954372495,2.1810425756802102e-129
4053,droplet,3m,30m,male,Lung,Lmnb1,2.238734722137451,1.132591387431603e-05,5.345638419385068e-05,0.00013769674114882946,4.704498250347132e-89
4054,droplet,3m,30m,male,Liver,2610029G23Rik,2.2386727333068848,8.783823432167992e-06,4.1456372855463997e-05,6.090153328841552e-05,3.0770633872672947e-31
4055,droplet,3m,30m,male,Liver,Ccdc58,-2.2383289337158203,6.798547838116065e-05,1.4408274182642344e-05,0.00013112492160871625,2.052849381459887e-12
4056,droplet,3m,30m,male,Lung,Dtx4,-2.237645387649536,2.499009315215517e-05,5.2987015806138515e-06,8.296525629702955e-05,1.2349920677616966e-16
4057,droplet,3m,30m,male,Liver,Rbpms,-2.235976219177246,8.02166759967804e-05,1.702820009086281e-05,0.00012948077346663922,1.5095930753056631e-18
4058,droplet,3m,30m,male,Liver,Aldh2,-2.2349741458892822,0.0014220057055354118,0.00030206964584067464,0.0008570347563363612,1.3506091509040323e-162
4059,droplet,3m,30m,male,Liver,Slc2a1,2.2347607612609863,6.886905794090126e-06,3.241560989408754e-05,6.166795355966315e-05,6.4729786444639e-17
4060,droplet,3m,30m,male,Lung,Tcta,-2.234618663787842,4.2099825805053115e-05,8.94526056072209e-06,0.0001087222044588998,2.427473305254323e-33
4061,droplet,3m,30m,male,Lung,Abcd3,-2.2344884872436523,3.778554673772305e-05,8.029298442124855e-06,0.0001070281577995047,4.305173521063548e-27
4062,droplet,3m,30m,male,Liver,Camk2n1,-2.233928680419922,0.00012539375165943056,2.6656081900000572e-05,0.00016389564552810043,1.2163986433223562e-29
4063,droplet,3m,30m,male,Lung,Pde9a,-2.233876943588257,1.8292113963980228e-05,3.888659193762578e-06,7.102965901140124e-05,5.971655629863994e-10
4064,droplet,3m,30m,male,Liver,Zdhhc14,2.233813762664795,3.60715694114333e-06,1.696719482424669e-05,3.7969450204400346e-05,1.525505239097245e-08
4065,droplet,3m,30m,male,Lung,Sp140,2.2334418296813965,1.923293893923983e-05,9.044377657119185e-05,0.0001698380510788411,1.7568868626991137e-182
4066,droplet,3m,30m,male,Lung,Tmem216,-2.232891321182251,2.3437814888893627e-05,4.98597182740923e-06,7.733840902801603e-05,4.582257330946998e-16
4067,droplet,3m,30m,male,Kidney,Thrsp,-2.232224941253662,5.708208118448965e-05,1.2148792848165613e-05,0.00020994279475416988,6.741863549639536e-08
4068,droplet,3m,30m,male,Lung,Tspan9,-2.2309811115264893,6.076855061110109e-05,1.2944540685566608e-05,0.00013471837155520916,1.9385471818010957e-48
4069,droplet,3m,30m,male,Liver,Cyb5r1,2.2294747829437256,6.219980605237652e-06,2.9169423214625567e-05,5.370085273170844e-05,2.2476938488450305e-20
4070,droplet,3m,30m,male,Liver,Tmc6,2.2279107570648193,6.2292210714076646e-06,2.9181106583564542e-05,5.187107308302075e-05,5.134476926702091e-17
4071,droplet,3m,30m,male,Liver,Sucla2,-2.227736473083496,0.00013365571794565767,2.8534615921671502e-05,0.00017567169561516494,6.192488942777466e-31
4072,droplet,3m,30m,male,Spleen,Selm,2.2275052070617676,3.292859673820203e-06,1.5421235730173066e-05,8.121450082398951e-05,4.451403309289698e-12
4073,droplet,3m,30m,male,Spleen,Slc43a1,2.226933717727661,3.893210759997601e-06,1.8225598978460766e-05,8.04636292741634e-05,7.3048983163937e-18
4074,droplet,3m,30m,male,Liver,Rbpj,2.226102828979492,6.632800705119735e-06,3.1032781407702714e-05,7.106865086825565e-05,5.0500042754720066e-18
4075,droplet,3m,30m,male,Liver,Pex19,-2.2258665561676025,7.37244772608392e-05,1.5760102542117238e-05,0.0001257090480066836,9.498457154862263e-17
4076,droplet,3m,30m,male,Liver,Cmbl,-2.225430965423584,0.00016417128790635616,3.510554233798757e-05,0.00023269152734428644,2.2714783970895325e-26
4077,droplet,3m,30m,male,Liver,Lonp1,-2.222885847091675,8.046949369600043e-05,1.723756577121094e-05,0.00013131217565387487,1.0518462825565444e-18
4078,droplet,3m,30m,male,Lung,Ly6e,2.221649169921875,0.0003361930721439421,0.0015680929645895958,0.0010518766939640045,0.0
4079,droplet,3m,30m,male,Lung,BC013529,-2.2206199169158936,0.00011183383321622387,2.3993850845727138e-05,0.00017985483282245696,3.558758558782841e-101
4080,droplet,3m,30m,male,Lung,Ulk3,-2.218473434448242,1.6654263163218275e-05,3.578477617338649e-06,6.402075086953118e-05,2.7509788721865234e-09
4081,droplet,3m,30m,male,Kidney,Csprs,2.2182233333587646,2.976785253849812e-06,1.3851581570634153e-05,6.432972440961748e-05,5.424538973373023e-07
4082,droplet,3m,30m,male,Lung,Traf3ip2,-2.218085527420044,1.6710888303350657e-05,3.5916100387112238e-06,6.971249240450561e-05,5.179968187632719e-08
4083,droplet,3m,30m,male,Liver,Tmem135,-2.2178473472595215,6.835586827946827e-05,1.469390463171294e-05,0.00012427906040102243,2.8746949529254415e-14
4084,droplet,3m,30m,male,Liver,Adam17,2.2178046703338623,9.834619959292468e-06,4.574918420985341e-05,7.300265860976651e-05,1.1942786632221709e-32
4085,droplet,3m,30m,male,Lung,Gstp1,-2.217139482498169,0.0002597961574792862,5.5873671954032034e-05,0.00029470003210008144,2.2063839170392385e-213
4086,droplet,3m,30m,male,Liver,Obfc2a,2.2170939445495605,9.423516530659981e-06,4.3815205572173e-05,8.475138020003214e-05,1.1216319814086191e-27
4087,droplet,3m,30m,male,Kidney,Emcn,-2.2169582843780518,0.0006228896090760827,0.0001339800510322675,0.0015300228260457516,1.549644047309042e-22
4088,droplet,3m,30m,male,Liver,Ranbp10,-2.2165677547454834,4.2181422031717375e-05,9.075442903849762e-06,9.987623343477026e-05,7.881821872346705e-07
4089,droplet,3m,30m,male,Liver,Hes6,-2.2160534858703613,0.00012108550436096266,2.6061146854772232e-05,0.00016401791071984917,7.687986193708167e-29
4090,droplet,3m,30m,male,Spleen,Pon3,2.215420961380005,3.58494685315236e-06,1.6649106328259222e-05,0.00010040686174761504,1.498615819194702e-09
4091,droplet,3m,30m,male,Lung,Hdgfrp3,-2.2153398990631104,2.843230322469026e-05,6.1224918681546114e-06,8.780966891208664e-05,5.3710926261492885e-20
4092,droplet,3m,30m,male,Spleen,Fbxo5,2.214787006378174,6.0868642322020605e-06,2.825601950462442e-05,0.00010439669858897105,1.0550945250695688e-33
4093,droplet,3m,30m,male,Liver,Tom1,2.2132554054260254,1.3430070794129279e-05,6.227799167390913e-05,7.579602970508859e-05,1.1728653903562072e-45
4094,droplet,3m,30m,male,Lung,Calcoco1,-2.21317982673645,3.2862884836504236e-05,7.087157882779138e-06,9.218513150699437e-05,1.1956246851160732e-25
4095,droplet,3m,30m,male,Lung,Impa2,2.212888717651367,5.294699803926051e-06,2.454636705806479e-05,8.160458673955873e-05,2.0978192836060606e-34
4096,droplet,3m,30m,male,Lung,Hmox1,2.2121741771698,2.325375498912763e-05,0.00010775163536891341,0.0003408250631764531,2.119141405425719e-26
4097,droplet,3m,30m,male,Liver,1110038F14Rik,2.211854934692383,9.796913218451664e-06,4.5386219426291063e-05,7.323625322896987e-05,3.4875910702345264e-25
4098,droplet,3m,30m,male,Liver,Gclm,-2.2117748260498047,0.00010060542990686372,2.171755113522522e-05,0.0001575513306306675,3.212060298646082e-20
4099,droplet,3m,30m,male,Lung,Eif2c1,-2.2115275859832764,4.5114495151210576e-05,9.740470886754338e-06,0.00011124130105599761,6.8316333380138124e-37
4100,droplet,3m,30m,male,Liver,Tmem192,2.21106219291687,1.490147587901447e-05,6.899622530909255e-05,7.635910878889263e-05,5.039070600139392e-60
4101,droplet,3m,30m,male,Liver,Fam76b,2.210930109024048,3.807270786637673e-06,1.762666397553403e-05,4.0783139411360025e-05,1.0538173205967055e-08
4102,droplet,3m,30m,male,Lung,Bcl2l2,-2.2101240158081055,1.8393562640994787e-05,3.975137587985955e-06,7.033644942566752e-05,3.1843235652681613e-10
4103,droplet,3m,30m,male,Liver,Nufip1,2.2100772857666016,5.433103524410399e-06,2.5138977434835397e-05,4.8897596570895985e-05,4.661209152112528e-19
4104,droplet,3m,30m,male,Lung,Irf7,2.2096176147460938,1.618862006580457e-05,7.488090341212228e-05,0.00019311222422402352,2.3995393405825637e-106
4105,droplet,3m,30m,male,Lung,Svip,2.209596633911133,5.8521400205791e-06,2.7068839699495584e-05,8.876724314177409e-05,2.863609418012659e-34
4106,droplet,3m,30m,male,Liver,Ldlr,-2.208735466003418,8.154780516633764e-05,1.7640732039581053e-05,0.00015078895376063883,8.753530778118537e-14
4107,droplet,3m,30m,male,Lung,E030010A14Rik,2.208554744720459,5.807827164971968e-06,2.6844474632525817e-05,0.0002484525612089783,6.465910301355572e-10
4108,droplet,3m,30m,male,Liver,Rps4y2,2.2084121704101562,2.937186036433559e-05,0.00013574687181971967,0.00013735971879214048,1.0656537663086706e-99
4109,droplet,3m,30m,male,Lung,C130050O18Rik,2.208406925201416,6.219506303750677e-06,2.8744359951815568e-05,8.929950126912445e-05,1.4036628689613382e-34
4110,droplet,3m,30m,male,Spleen,Lilrb4,2.2066071033477783,6.783392109355191e-06,3.1311355996876955e-05,0.0001009794432320632,1.9890376055795704e-40
4111,droplet,3m,30m,male,Lung,Tbc1d22b,-2.203331470489502,2.1355006538215093e-05,4.636932771973079e-06,7.617166556883603e-05,5.765043322763645e-13
4112,droplet,3m,30m,male,Liver,Vamp3,2.203126907348633,1.003990928438725e-05,4.623140921466984e-05,7.214325160020962e-05,5.8991750351359874e-27
4113,droplet,3m,30m,male,Lung,Galnt2,-2.2027668952941895,6.520225724671036e-05,1.4163275409373455e-05,0.00013064744416624308,5.595362037770681e-60
4114,droplet,3m,30m,male,Lung,Rbks,2.202401638031006,3.9119927350839134e-06,1.800474819901865e-05,6.874624523334205e-05,3.0099011495419113e-19
4115,droplet,3m,30m,male,Lung,Kank3,-2.2016773223876953,0.00013318753917701542,2.8952936190762557e-05,0.00022943467774894089,1.9270760467714936e-87
4116,droplet,3m,30m,male,Liver,Clip1,2.201631546020508,5.55642691324465e-06,2.5559525965945795e-05,5.117812906973995e-05,1.5506952685395172e-14
4117,droplet,3m,30m,male,Liver,Sigmar1,-2.200159788131714,0.00011686549260048196,2.5431512767681852e-05,0.00017588725313544273,1.024298233546633e-22
4118,droplet,3m,30m,male,Lung,4930506M07Rik,2.1997170448303223,8.964396329247393e-06,4.118147262488492e-05,0.00011374430323485285,8.899062361554e-56
4119,droplet,3m,30m,male,Liver,Tm4sf1,2.199582815170288,1.6198102457565255e-05,7.440541958203539e-05,0.00036986893974244595,6.27481696160168e-06
4120,droplet,3m,30m,male,Lung,Fam55d,2.197946310043335,5.662175226461841e-06,2.5979519705288112e-05,8.483559940941632e-05,8.03754984723334e-32
4121,droplet,3m,30m,male,Liver,Syngr2,2.197685718536377,4.386979344417341e-05,0.0002012495679082349,0.00020369667618069798,3.9355738291676584e-128
4122,droplet,3m,30m,male,Lung,Iqsec1,-2.197680711746216,7.334503607125953e-05,1.598832204763312e-05,0.0001580388197908178,1.4025759994728766e-53
4123,droplet,3m,30m,male,Liver,Atp2b1,2.196760892868042,3.602974902605638e-05,0.00016517798940185457,0.00015069426444824785,2.310053099752164e-106
4124,droplet,3m,30m,male,Liver,Dcp2,2.196425437927246,1.0837672562047374e-05,4.967363565810956e-05,7.066733087413013e-05,1.1080812240325728e-33
4125,droplet,3m,30m,male,Lung,Ctsh,2.1964128017425537,7.247664325404912e-05,0.0003321882104501128,0.00035696630948223174,0.0
4126,droplet,3m,30m,male,Spleen,Kif22,2.1955673694610596,3.14568114845315e-06,1.4409416507987771e-05,5.7132499932777137e-05,2.651623132425417e-13
4127,droplet,3m,30m,male,Lung,Clec2i,2.194551467895508,2.9533507586165797e-06,1.3518887499230914e-05,6.083034895709716e-05,5.098703247533724e-10
4128,droplet,3m,30m,male,Liver,Tmem63a,2.194291591644287,4.564404662232846e-06,2.088968176394701e-05,4.552646350930445e-05,8.350564072913838e-13
4129,droplet,3m,30m,male,Lung,Stap1,2.1939332485198975,3.0054468425078085e-06,1.3751462574873585e-05,6.401667633326724e-05,2.3180679834329401e-10
4130,droplet,3m,30m,male,Lung,Zfp710,2.1934382915496826,1.0199146345257759e-05,4.6650315198348835e-05,0.0001115062041208148,4.0897553117923344e-85
4131,droplet,3m,30m,male,Liver,Mia3,-2.1930718421936035,0.00012606992095243186,2.756963476713281e-05,0.000181611641892232,6.644503557340342e-25
4132,droplet,3m,30m,male,Liver,Tcf3,2.192939281463623,7.844641913834494e-06,3.5868539271177724e-05,6.083732660044916e-05,3.429894743645254e-23
4133,droplet,3m,30m,male,Lung,Zdhhc8,-2.192497730255127,2.3048181901685894e-05,5.042304564994993e-06,7.808788359398022e-05,6.554542456942974e-15
4134,droplet,3m,30m,male,Liver,Pnpla8,-2.1919753551483154,0.00012678517668973655,2.7747131753130816e-05,0.00017416085756849498,1.2891454499950502e-27
4135,droplet,3m,30m,male,Lung,Camk1d,2.191878318786621,8.872009857441299e-06,4.0536211599828675e-05,0.00010264943557558581,3.6053638645166106e-62
4136,droplet,3m,30m,male,Liver,Cd1d1,-2.191474676132202,0.00021991234098095447,4.814486965187825e-05,0.00025125310639850795,4.6644628544878503e-42
4137,droplet,3m,30m,male,Liver,Arf2,2.1914098262786865,6.7546670834417455e-06,3.085205753450282e-05,5.670752580044791e-05,4.497250691974063e-19
4138,droplet,3m,30m,male,Lung,Lnx2,-2.1913931369781494,1.643529685679823e-05,3.598341663746396e-06,6.797839887440205e-05,6.446254367538197e-08
4139,droplet,3m,30m,male,Liver,4933403F05Rik,-2.1908087730407715,4.754735709866509e-05,1.0414230018795934e-05,0.00010650321200955659,5.0729339772498696e-08
4140,droplet,3m,30m,male,Lung,Nab2,-2.190612316131592,5.6448519899277017e-05,1.23655245261034e-05,0.0001286044280277565,3.986764906606783e-45
4141,droplet,3m,30m,male,Liver,Specc1l,2.189548969268799,3.964524694310967e-06,1.8084690964315087e-05,4.324039400671609e-05,9.546974133650357e-10
4142,droplet,3m,30m,male,Liver,Ubr3,-2.187952756881714,5.7981600548373535e-05,1.2724794942187145e-05,0.00011404218093957752,1.945625098260789e-11
4143,droplet,3m,30m,male,Lung,Rnf11,-2.187346935272217,6.69704022584483e-05,1.4703671695315279e-05,0.00013346974446903914,1.749024387858488e-60
4144,droplet,3m,30m,male,Kidney,Ppap2a,-2.187142848968506,0.0005575870745815337,0.00012243824312463403,0.0014183104503899813,1.7307442042675003e-20
4145,droplet,3m,30m,male,Liver,Adck5,-2.1868555545806885,4.936046025250107e-05,1.0841017683560494e-05,0.00010300541907781735,1.0142836490070752e-09
4146,droplet,3m,30m,male,Lung,Slc29a1,-2.1859216690063477,0.0001405208167852834,3.088251469307579e-05,0.00022035713482182473,1.9255628482650937e-107
4147,droplet,3m,30m,male,Lung,Epn2,-2.185459613800049,4.2115669202758e-05,9.258800673705991e-06,0.00010877474414883181,5.128471611125933e-32
4148,droplet,3m,30m,male,Liver,Dnaja3,-2.1839661598205566,7.706949691055343e-05,1.6960677385213785e-05,0.00013006455264985561,6.748369821206039e-17
4149,droplet,3m,30m,male,Lung,Ier2,-2.183407783508301,0.0014398163184523582,0.00031698294333182275,0.0019483783980831504,7.635101541529544e-157
4150,droplet,3m,30m,male,Liver,Cbx1,2.1826868057250977,5.013331247027963e-06,2.276043960591778e-05,5.0329002988291904e-05,4.4682790808852557e-13
4151,droplet,3m,30m,male,Lung,Cdk8,-2.1823360919952393,5.5447500926675275e-05,1.2216120921948459e-05,0.0001240563578903675,1.9580257391949513e-46
4152,droplet,3m,30m,male,Liver,Rab4b,2.1822526454925537,1.2987896298000123e-05,5.8947083743987605e-05,7.254969386849552e-05,4.3008239045198236e-39
4153,droplet,3m,30m,male,Liver,Cfb,-2.181976795196533,0.0006358535028994083,0.0001401253102812916,0.0005999113200232387,8.270277416282767e-62
4154,droplet,3m,30m,male,Lung,B430010I23Rik,-2.1812849044799805,3.653602470876649e-05,8.055435500864405e-06,0.00011860641825478524,4.5675764618897873e-20
4155,droplet,3m,30m,male,Liver,Cabin1,2.1807148456573486,3.967683369410224e-06,1.7988611944019794e-05,4.312863893574104e-05,1.0971766541714527e-07
4156,droplet,3m,30m,male,Liver,Mlycd,-2.1800906658172607,9.564479114487767e-05,2.1105159248691052e-05,0.00014655262930318713,2.2852605514757818e-21
4157,droplet,3m,30m,male,Lung,Mapkapk3,2.1795825958251953,9.767483788891695e-06,4.424890357768163e-05,0.00010795148409670219,1.7399305062454857e-78
4158,droplet,3m,30m,male,Lung,Mapt,-2.17885422706604,5.079107722849585e-05,1.121726290875813e-05,0.00014192532398737967,4.2741611239654344e-29
4159,droplet,3m,30m,male,Spleen,S100a6,2.177891969680786,0.000178535032318905,0.0008078565588220954,0.0022517330944538116,7.802897775679759e-105
4160,droplet,3m,30m,male,Lung,Ptov1,-2.1771786212921143,0.00012433191295713186,2.7490745196701027e-05,0.00018953165272250772,1.1481512625858132e-111
4161,droplet,3m,30m,male,Lung,Gadd45b,-2.1765589714050293,0.00014329454279504716,3.169714182149619e-05,0.00034361390862613916,6.385518030777529e-46
4162,droplet,3m,30m,male,Lung,Slc1a5,-2.1764309406280518,9.5636241894681e-05,2.115687311743386e-05,0.00017218526045326144,2.3037941112862754e-78
4163,droplet,3m,30m,male,Lung,Rhoj,-2.1762888431549072,7.831472612451762e-05,1.732667260512244e-05,0.00016074390441644937,1.0089879453149441e-56
4164,droplet,3m,30m,male,Lung,Taf9b,-2.175410270690918,2.178585964429658e-05,4.822929440706503e-06,7.47382509871386e-05,8.005647366404086e-14
4165,droplet,3m,30m,male,Lung,Scmh1,-2.173614501953125,1.5694706235080957e-05,3.4788042739819502e-06,6.348142778733745e-05,8.489006158076478e-08
4166,droplet,3m,30m,male,Lung,Cks2,2.1733829975128174,2.5264675059588626e-05,0.00011396387708373368,0.00024604174541309476,9.523248088819296e-125
4167,droplet,3m,30m,male,Lung,Fam26f,2.1726088523864746,5.622793651127722e-06,2.5349687348352745e-05,9.552772098686546e-05,1.1295463843933204e-29
4168,droplet,3m,30m,male,Liver,Atp6v0e,2.1717653274536133,0.00011271020775893703,0.0005078433314338326,0.00025516602909192443,0.0
4169,droplet,3m,30m,male,Liver,Luzp1,2.171515464782715,9.456146472075488e-06,4.259960041963495e-05,7.379505404969677e-05,6.887268679732518e-20
4170,droplet,3m,30m,male,Lung,Ifi27l1,-2.171480655670166,0.00032991240732371807,7.323486352106556e-05,0.00034928243258036673,2.2639338718193313e-245
4171,droplet,3m,30m,male,Lung,Nr2c1,-2.1705198287963867,1.361752310913289e-05,3.024867964995792e-06,5.909159517614171e-05,8.022752933881039e-06
4172,droplet,3m,30m,male,Liver,Crls1,-2.1704039573669434,4.692886795965023e-05,1.0425174878037069e-05,0.00010244667646475136,1.809620208423193e-08
4173,droplet,3m,30m,male,Lung,Sept8,-2.1698806285858154,3.0221824999898672e-05,6.716166808473645e-06,8.908753079595044e-05,4.900592929095352e-22
4174,droplet,3m,30m,male,Lung,Slc25a46,-2.169386625289917,9.315447823610157e-05,2.070871960313525e-05,0.00015605810040142387,6.089540195616618e-89
4175,droplet,3m,30m,male,Lung,Ninj1,2.1685335636138916,3.892686072504148e-05,0.0001750020164763555,0.0003353155334480107,1.7932954206647685e-239
4176,droplet,3m,30m,male,Spleen,Cpox,2.1681265830993652,2.0456986021599732e-05,9.194175800075755e-05,0.00032425529207102954,1.2434149473314968e-70
4177,droplet,3m,30m,male,Liver,Rpl18a,2.1679282188415527,0.0009796764934435487,0.004402446560561657,0.002100179670378566,0.0
4178,droplet,3m,30m,male,Liver,Phf15,2.1676294803619385,3.936133907700423e-06,1.7684444173937663e-05,3.913178079528734e-05,7.066824149028213e-08
4179,droplet,3m,30m,male,Lung,Dmkn,2.166199207305908,1.1290293514321093e-05,5.067528036306612e-05,0.000147022568853572,1.255463114109005e-46
4180,droplet,3m,30m,male,Lung,Praf2,-2.1661264896392822,4.995127164875157e-05,1.1129545782750938e-05,0.00011707909288816154,7.074406381921038e-41
4181,droplet,3m,30m,male,Lung,Arap3,2.1659772396087646,2.5792962787818396e-06,1.1575118151085917e-05,6.277943612076342e-05,1.6213973864657138e-06
4182,droplet,3m,30m,male,Liver,Camk2d,2.1658358573913574,9.070288797374815e-06,4.070078284712508e-05,7.04416015651077e-05,1.2738044659462357e-20
4183,droplet,3m,30m,male,Lung,Smpd1,-2.1652238368988037,7.429356628563255e-05,1.6563566532568075e-05,0.0001435845042578876,4.848251810967291e-65
4184,droplet,3m,30m,male,Lung,Fbxw17,-2.1651787757873535,2.0227891582180746e-05,4.509899099502945e-06,8.110407361527905e-05,7.941255221197666e-10
4185,droplet,3m,30m,male,Liver,Commd10,2.164459228515625,7.0445316850964446e-06,3.158052277285606e-05,5.1590122893685475e-05,6.967255578435871e-25
4186,droplet,3m,30m,male,Lung,Ctdspl,-2.1627838611602783,5.6422628404106945e-05,1.2600577974808402e-05,0.00012799394608009607,5.787789239914596e-45
4187,droplet,3m,30m,male,Liver,Capza2,2.1624755859375,5.941441122558899e-05,0.00026598788099363446,0.0001834564027376473,3.6872373198337236e-226
4188,droplet,3m,30m,male,Lung,Cyhr1,-2.1624367237091064,5.652065374306403e-05,1.26255081340787e-05,0.00012014184176223353,9.172447626389238e-51
4189,droplet,3m,30m,male,Spleen,Fgl2,2.1624293327331543,8.8782180682756e-06,3.974494757130742e-05,0.00012777566735167056,4.60377201192113e-44
4190,droplet,3m,30m,male,Lung,Nicn1,-2.1622095108032227,1.8552167603047565e-05,4.144810645811958e-06,6.973533163545653e-05,2.6470197723020997e-10
4191,droplet,3m,30m,male,Liver,Itsn1,2.1619367599487305,7.814392120053526e-06,3.497059515211731e-05,6.293573824223131e-05,1.3359367723989907e-22
4192,droplet,3m,30m,male,Lung,Maff,-2.161426544189453,4.0153099689632654e-05,8.975627679319587e-06,0.00011757348693208769,6.924179465569686e-25
4193,droplet,3m,30m,male,Lung,Pik3cg,2.1613054275512695,6.4482278503419366e-06,2.8844180633313954e-05,8.788529521552846e-05,1.7673824385219604e-38
4194,droplet,3m,30m,male,Liver,Cpt1a,-2.1612329483032227,0.00012081744353054091,2.7010564735974185e-05,0.00018472936062607914,1.4767231261707632e-21
4195,droplet,3m,30m,male,Lung,Tcea3,-2.1606898307800293,6.231218867469579e-05,1.3936077266407665e-05,0.0001499717473052442,3.157275602802331e-41
4196,droplet,3m,30m,male,Liver,Rnf34,2.1605985164642334,4.943818112224108e-06,2.2103828086983413e-05,4.76071763841901e-05,3.7803381262862175e-12
4197,droplet,3m,30m,male,Liver,Nacc1,2.160494804382324,5.234735453996109e-06,2.3402837541652843e-05,4.380438622320071e-05,1.1661890515999571e-14
4198,droplet,3m,30m,male,Liver,Slc25a39,-2.160494327545166,0.0002542039437685162,5.68602372368332e-05,0.0002474143693689257,2.3110314088693753e-58
4199,droplet,3m,30m,male,Lung,Map4k3,-2.1604628562927246,3.105415089521557e-05,6.946330358914565e-06,9.399723057867959e-05,3.90375042029945e-21
4200,droplet,3m,30m,male,Kidney,Ifitm6,2.159694194793701,6.0562638282135595e-06,2.7060606953455135e-05,0.00015972834080457687,3.2228641539443516e-07
4201,droplet,3m,30m,male,Liver,Hspa9,-2.159205913543701,0.00049501535249874,0.00011082377750426531,0.00040140649070963264,2.8913094820824093e-86
4202,droplet,3m,30m,male,Lung,Zfp945,-2.1589715480804443,4.2820356611628085e-05,9.58815508056432e-06,0.00010626838047755882,7.13385462043041e-35
4203,droplet,3m,30m,male,Liver,Ormdl3,-2.1585817337036133,6.946259236428887e-05,1.555797462060582e-05,0.0001207432069350034,2.2109313774418467e-15
4204,droplet,3m,30m,male,Liver,Lifr,-2.1574244499206543,0.00020074330677744,4.499782880884595e-05,0.00024844135623425245,8.81266640488137e-31
4205,droplet,3m,30m,male,Liver,AU022252,-2.15669322013855,3.59476798621472e-05,8.061975677264854e-06,8.434793562628329e-05,1.5434471446868394e-06
4206,droplet,3m,30m,male,Lung,Cd164,-2.1566884517669678,0.0002557265688665211,5.735191734856926e-05,0.0003144860966131091,4.49757379480272e-177
4207,droplet,3m,30m,male,Liver,Rab32,2.156606912612915,3.4739510738290846e-05,0.0001548913132864982,0.0001373479753965512,1.5700520497583133e-122
4208,droplet,3m,30m,male,Lung,Tcf4,-2.153656244277954,0.00025667145382612944,5.768494156654924e-05,0.00031703434069640934,9.303327310711622e-176
4209,droplet,3m,30m,male,Kidney,Acot3,2.1534557342529297,3.42284215548716e-06,1.5227959011099301e-05,5.85361231060233e-05,9.088611232560684e-10
4210,droplet,3m,30m,male,Lung,Gab1,-2.153364419937134,2.0752844648086466e-05,4.664985681301914e-06,7.364433986367658e-05,1.7865254605414103e-12
