,dataset,start_age,end_age,sex,tissue,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
373,droplet,3m,30m,male,Liver,Serpind1,-7.085495948791504,0.0002307114191353321,1.6987205526675098e-06,0.00029245615587569773,2.1222416043753787e-57
374,droplet,3m,30m,male,Lung,Dact1,-7.085265636444092,3.600712079787627e-05,2.651608213000145e-07,0.00012334810162428766,3.3467676512090125e-32
375,droplet,3m,30m,male,Lung,Fndc1,-7.083763599395752,4.8077279643621296e-05,3.544159596913232e-07,0.00014767776883672923,1.041103732748146e-42
376,droplet,3m,30m,male,Liver,Nlrp12,-7.079430103302002,7.449084660038352e-05,5.507839659912861e-07,0.00013391331594903022,3.5299462921706855e-26
377,droplet,3m,30m,male,Liver,F12,-7.077472686767578,0.00035321072209626436,2.615183120724396e-06,0.00038200963172130287,2.651877474266443e-80
378,droplet,3m,30m,male,Liver,Uroc1,-7.074542045593262,0.00019997690105810761,1.4836458603895153e-06,0.0002692416019272059,2.2478468362315624e-50
379,droplet,3m,30m,male,Lung,Dact3,-7.067114353179932,4.842369889956899e-05,3.611131376146659e-07,0.00011552964861039072,9.228108292709132e-69
380,droplet,3m,30m,male,Spleen,Mmp8,7.066620826721191,7.502492849198461e-07,0.0001005705853458494,0.0005243798950687051,1.507939442273515e-64
381,droplet,3m,30m,male,Liver,Crp,-7.066593170166016,0.0005353422020561993,3.993694463133579e-06,0.0004912620643153787,5.761054067352614e-113
382,droplet,3m,30m,male,Lung,Ndrg2,-7.065411567687988,0.0002869179588742554,2.1421840301627526e-06,0.00036046988680027425,8.97853455278081e-296
383,droplet,3m,30m,male,Liver,Il1a,7.0637311935424805,1.1374061159585835e-06,0.0001521636440884322,0.00021975254639983177,1.7075940849312628e-214
384,droplet,3m,30m,male,Lung,C130026I21Rik,7.05890417098999,3.8479535646729346e-07,5.13065533596091e-05,0.00016645035066176206,5.830214839745588e-156
385,droplet,3m,30m,male,Lung,Pcolce,-7.053218841552734,0.0005900678224861622,4.4429493755160365e-06,0.0006204840028658509,0.0
386,droplet,3m,30m,male,Liver,Pycard,7.053102016448975,1.34249262373487e-06,0.00017828198906499892,0.00016878402675502002,0.0
387,droplet,3m,30m,male,Liver,Mettl7b,-7.0495500564575195,0.00046921358443796635,3.541965952535975e-06,0.00040586275281384587,1.9794830627122237e-127
388,droplet,3m,30m,male,Liver,Afm,-7.04440975189209,0.00014643279428128153,1.1093262628492084e-06,0.00022197954240255058,7.138530253317527e-39
389,droplet,3m,30m,male,Lung,Bicc1,-7.042893409729004,4.9623082304606214e-05,3.763227311992523e-07,0.00012062463792972267,6.085154687601832e-67
390,droplet,3m,30m,male,Liver,Igfbp2,-7.039909839630127,0.00034781976137310266,2.643200105012511e-06,0.00040483250631950796,6.881605134989033e-69
391,droplet,3m,30m,male,Liver,Zc3h12a,7.037350654602051,3.9419279573849053e-07,5.178017454454675e-05,8.064210851443931e-05,1.4208157673384657e-142
392,droplet,3m,30m,male,Liver,Mttp,-7.034759998321533,0.00013359898002818227,1.0188938404098735e-06,0.0001962491514859721,1.5459970612262285e-41
393,droplet,3m,30m,male,Liver,Itih4,-7.032083511352539,0.0009163268259726465,7.001357971603284e-06,0.0008335194434039295,3.5237542161009003e-115
394,droplet,3m,30m,male,Liver,Fgb,-7.028076648712158,0.0035686222836375237,2.7342526664142497e-05,0.002505497308447957,9.194012755119782e-196
395,droplet,3m,30m,male,Lung,Kdelr3,-7.026917457580566,9.275703632738441e-05,7.112680577847641e-07,0.00017816826584748924,4.638197983818353e-118
396,droplet,3m,30m,male,Lung,Rgma,-7.024578094482422,2.7489748390507884e-05,2.1113491754931601e-07,8.816199260763824e-05,9.726605871302303e-33
397,droplet,3m,30m,male,Liver,Dapp1,7.020915985107422,1.9584803112593363e-07,2.543475966376718e-05,5.51884550077375e-05,5.713103171330382e-55
398,droplet,3m,30m,male,Liver,Ugt2b36,-7.0152907371521,0.0006042862660251558,4.671212991524953e-06,0.0004815227584913373,7.53378466733352e-151
399,droplet,3m,30m,male,Liver,Serpina1e,-7.01283597946167,0.011963154189288616,9.263428364647552e-05,0.006990413181483746,3.2687638975996095e-283
400,droplet,3m,30m,male,Lung,Srpx,-7.0119476318359375,6.968204979784787e-05,5.39900213425426e-07,0.00016833693371154368,9.747585637725017e-73
401,droplet,3m,30m,male,Lung,Ptgfr,-7.003680229187012,2.198623951699119e-05,1.7132889240656368e-07,8.182831516023725e-05,1.8118817085287647e-22
402,droplet,3m,30m,male,Liver,Hsd17b13,-6.999430179595947,0.0003411855432204902,2.666564341780031e-06,0.0004959501675330102,6.634620964712027e-43
403,droplet,3m,30m,male,Liver,Birc5,6.99587869644165,3.1337941663878155e-07,3.9998263673624024e-05,0.00012075091217411682,2.2087841229409655e-42
404,droplet,3m,30m,male,Lung,Robo1,-6.982107639312744,2.081050661217887e-05,1.646100287189256e-07,7.888498657848686e-05,4.586709755299502e-21
405,droplet,3m,30m,male,Liver,C4bp,-6.976387023925781,0.0005416886997409165,4.301777153159492e-06,0.0004176599613856524,5.6224479798190225e-161
406,droplet,3m,30m,male,Lung,Meox2,-6.975741386413574,0.0001322448079008609,1.0506806802368374e-06,0.0002299585030414164,9.43199476480716e-149
407,droplet,3m,30m,male,Lung,Sult5a1,-6.975144386291504,4.7364694182761014e-05,3.7646606187990983e-07,0.00012101903121219948,2.8652455958709895e-60
408,droplet,3m,30m,male,Lung,Snai2,-6.968846797943115,4.452973007573746e-05,3.554814043127408e-07,0.00012822647113353014,1.8854799658741316e-47
409,droplet,3m,30m,male,Lung,Ms4a4d,-6.961817741394043,0.00021715181355830282,1.7419964706277824e-06,0.00031446549110114574,3.83489848903826e-220
410,droplet,3m,30m,male,Lung,Bdh2,-6.9608378410339355,1.801859980332665e-05,1.4464292519278388e-07,7.245043525472283e-05,2.7448630015050376e-17
411,droplet,3m,30m,male,Liver,Mup5,-6.9594573974609375,3.677575659821741e-05,2.9549806868089945e-07,8.53370875120163e-05,1.1903939039006633e-13
412,droplet,3m,30m,male,Lung,Atp1a2,-6.95310115814209,0.0003036140988115221,2.4503592612745706e-06,0.00039819988887757063,2.053017452089444e-271
413,droplet,3m,30m,male,Lung,Spon2,-6.951434135437012,0.00028315678355284035,2.2878973595652496e-06,0.0004781671741511673,4.9202235702145245e-163
414,droplet,3m,30m,male,Liver,Sgk2,-6.951377868652344,7.534802716691047e-05,6.088325221753621e-07,0.00013502645015250891,2.475974564201935e-26
415,droplet,3m,30m,male,Liver,Agt,-6.951064109802246,0.000406826613470912,3.2879895570658846e-06,0.0004173165070824325,1.4244102693605003e-89
416,droplet,3m,30m,male,Liver,Slc10a1,-6.950684547424316,0.000383433245588094,3.0997389330877922e-06,0.0003498658479657024,7.300545120644508e-114
417,droplet,3m,30m,male,Lung,Boc,-6.94974422454834,8.289233664982021e-05,6.705516284455371e-07,0.00015935847477521747,8.7250973590815e-116
418,droplet,3m,30m,male,Lung,Bgn,-6.945639610290527,0.002452808665111661,1.9898381651728414e-05,0.0021017142571508884,0.0
419,droplet,3m,30m,male,Lung,Nbl1,-6.94498872756958,0.001173350028693676,9.523083463136572e-06,0.0014276648871600628,0.0
420,droplet,3m,30m,male,Lung,0610007N19Rik,-6.942161560058594,0.0003046053752768785,2.4770711206656415e-06,0.00036159466253593564,0.0
421,droplet,3m,30m,male,Lung,Timd4,6.938549518585205,1.856883073969584e-07,2.277709609188605e-05,0.00011517434904817492,1.7702516721674135e-46
422,droplet,3m,30m,male,Lung,Meg3,-6.937712669372559,0.0001235089439433068,1.0074843430629699e-06,0.0003635918255895376,6.208965098328777e-51
423,droplet,3m,30m,male,Liver,Irf8,6.93504524230957,2.812229922710685e-06,0.0003441181324888021,0.0004979229415766895,3.322840829134381e-225
424,droplet,3m,30m,male,Spleen,1100001G20Rik,6.933360576629639,6.186261998664122e-06,0.0007560976082459092,0.002513153711333871,9.421908425736033e-169
425,droplet,3m,30m,male,Liver,Cyp2c70,-6.92681884765625,0.0006702309474349022,5.508637968887342e-06,0.000587227288633585,4.4034769338583576e-124
426,droplet,3m,30m,male,Spleen,Rhd,6.926274299621582,5.526680979528464e-07,6.721736281178892e-05,0.00032706596539355814,1.7264016011799273e-70
427,droplet,3m,30m,male,Lung,9330159F19Rik,-6.923868656158447,2.4391512852162123e-05,2.008835906508466e-07,8.666155918035656e-05,9.011520999922895e-26
428,droplet,3m,30m,male,Lung,Cygb,-6.923525810241699,0.0003333839704282582,2.746348172877333e-06,0.0006548990495502949,3.159547923886183e-120
429,droplet,3m,30m,male,Liver,Mbl1,-6.9188618659973145,0.0003255248302593827,2.6902891931968043e-06,0.00032661412842571735,1.6409908087186685e-93
430,droplet,3m,30m,male,Liver,H2-M3,6.917270660400391,7.103107577677292e-07,8.58529019751586e-05,8.849450387060642e-05,0.0
431,droplet,3m,30m,male,Liver,H2-Q10,-6.9170732498168945,0.0016153616597875953,1.3366668099479284e-05,0.000985987950116396,8.580906515258232e-260
432,droplet,3m,30m,male,Liver,Slc6a12,-6.916250228881836,3.738222585525364e-05,3.0950306495469704e-07,9.480969310970977e-05,4.9637117387356104e-11
433,droplet,3m,30m,male,Liver,Skp2,6.914785861968994,4.2296281321796414e-07,5.103418880025856e-05,8.430416346527636e-05,9.672696217769241e-130
434,droplet,3m,30m,male,Liver,Chdh,-6.91461706161499,5.779396087746136e-05,4.790428533851809e-07,0.00012812434579245746,5.938572836235608e-16
435,droplet,3m,30m,male,Lung,Svep1,-6.910738945007324,8.274261199403554e-05,6.876840075165092e-07,0.00016422961198259145,6.814339989191871e-109
436,droplet,3m,30m,male,Lung,Ddo,-6.907088756561279,1.3288688023749273e-05,1.1072287264823899e-07,5.8635545428842306e-05,2.0503452105456597e-11
437,droplet,3m,30m,male,Liver,Ccdc106,6.905861854553223,2.0919101473282353e-07,2.5085144443437457e-05,4.4001157220918685e-05,1.0819989332149663e-67
438,droplet,3m,30m,male,Liver,Il21r,6.8989033699035645,3.300308151210629e-07,3.9385169657180086e-05,0.00010309472418157384,3.4829495055592984e-54
439,droplet,3m,30m,male,Lung,Entpd2,-6.898754119873047,7.932737935334444e-05,6.647992449870799e-07,0.00025234080385416746,2.5345310557796154e-42
440,droplet,3m,30m,male,Lung,Clec4d,6.898482322692871,4.53086101970257e-07,5.405449337558821e-05,0.00014569280028808862,1.0075418776466733e-207
441,droplet,3m,30m,male,Lung,Lama2,-6.892775058746338,9.502600005362183e-05,7.996681574695685e-07,0.0001787346409400925,4.043805306359304e-123
442,droplet,3m,30m,male,Lung,Prkg2,-6.882313251495361,6.418015982490033e-05,5.440229529085627e-07,0.0001535798073746264,6.121330179352324e-73
443,droplet,3m,30m,male,Lung,Larp6,-6.879938125610352,1.3403954653767869e-05,1.1380500808400029e-07,6.06767825956922e-05,4.753907389009043e-11
444,droplet,3m,30m,male,Lung,Klf15,-6.876991271972656,4.8562753363512456e-05,4.131631783366174e-07,0.0001235027302755043,4.080891446508093e-61
445,droplet,3m,30m,male,Lung,Thbs2,-6.874125957489014,1.6295038221869618e-05,1.3891023797896196e-07,0.00010079739877255633,8.759776283998271e-07
446,droplet,3m,30m,male,Liver,F2,-6.871590614318848,0.0010985697153955698,9.381509698869195e-06,0.0008014450431801379,1.1337224205990583e-180
447,droplet,3m,30m,male,Liver,Rdh16,-6.871480941772461,6.366039451677352e-05,5.436841661321523e-07,0.00012758109369315207,2.9039170189079906e-20
448,droplet,3m,30m,male,Lung,Podxl2,-6.869359016418457,2.7505271646077745e-05,2.3525078063357796e-07,8.585053728893399e-05,3.137841553910733e-34
449,droplet,3m,30m,male,Liver,Hsd17b2,-6.8690104484558105,0.00021361584367696196,1.8274901094628149e-06,0.0002545607276260853,4.527807789333291e-65
450,droplet,3m,30m,male,Lung,Inmt,-6.863556385040283,0.004716622177511454,4.050370989716612e-05,0.0049121445044875145,0.0
451,droplet,3m,30m,male,Lung,Hoxb6,-6.862833499908447,3.248054417781532e-05,2.7906349941986264e-07,9.746262367116287e-05,1.4142727213499137e-39
452,droplet,3m,30m,male,Liver,Lbh,6.862639427185059,6.784997026443307e-07,7.896064198575914e-05,0.0001115663762902841,1.0119172800942013e-189
453,droplet,3m,30m,male,Lung,2610203C20Rik,-6.861567497253418,1.1839172657346353e-05,1.0180743714727214e-07,5.503087231772952e-05,2.956724211906605e-09
454,droplet,3m,30m,male,Liver,2810417H13Rik,6.858638286590576,4.1558266161700885e-07,4.8229678213829175e-05,0.00018063130846712738,9.396092155525847e-29
455,droplet,3m,30m,male,Lung,Ptprd,-6.856426239013672,0.00016413906996604055,1.4165165111990063e-06,0.00026194227393716574,1.33539466305991e-178
456,droplet,3m,30m,male,Liver,Ly6c2,6.854973316192627,1.2978584891243372e-06,0.00015023817832116038,0.0006532209808938205,4.871951344807299e-22
457,droplet,3m,30m,male,Liver,BC024582,6.840327262878418,7.533399326575818e-08,8.632576282252558e-06,2.4071845473372377e-05,3.713850046090098e-09
458,droplet,3m,30m,male,Lung,Gypa,6.834775447845459,1.5706184797181777e-07,1.7928576198755763e-05,0.0001410360127920285,7.368485341755298e-21
459,droplet,3m,30m,male,Lung,Tubb4a,-6.834054470062256,4.8031586629804224e-05,4.2098881181118486e-07,0.00013127447164151818,2.8010597414090593e-53
460,droplet,3m,30m,male,Lung,Cacna2d1,-6.82976770401001,5.1195649575674906e-05,4.5005663196207024e-07,0.0001235358213307336,3.0948035624690963e-68
461,droplet,3m,30m,male,Liver,Tmem30b,-6.8293352127075195,3.5247252526460215e-05,3.0994814892437716e-07,9.757072984939441e-05,9.948949763464432e-09
462,droplet,3m,30m,male,Lung,Smoc2,-6.822587490081787,9.427883924217895e-05,8.329333240908454e-07,0.0002792326849885285,1.349373747228534e-49
463,droplet,3m,30m,male,Lung,Efs,-6.82257080078125,2.2509577320306562e-05,1.988688040910347e-07,7.724951137788594e-05,4.611455033436428e-26
464,droplet,3m,30m,male,Liver,Cyp2c44,-6.820817947387695,0.00025522313080728054,2.257610503875185e-06,0.00027811250765807927,1.6779987337848794e-78
465,droplet,3m,30m,male,Lung,Gpc3,-6.81837797164917,0.0002616859273985028,2.318696942893439e-06,0.00042606901843100786,7.701686042842249e-175
466,droplet,3m,30m,male,Lung,Wnt2,-6.816196918487549,0.00010285084135830402,9.12698965294112e-07,0.00021270455908961594,3.3102230549285457e-103
467,droplet,3m,30m,male,Lung,Auts2,-6.815640449523926,2.2654130589216948e-05,2.011097137710749e-07,7.616531365783885e-05,4.8225504134299534e-27
468,droplet,3m,30m,male,Lung,Rarres2,-6.814793586730957,0.000905450142454356,8.04279807198327e-06,0.0009140080073848367,0.0
469,droplet,3m,30m,male,Lung,Itgbl1,-6.81458044052124,2.500644768588245e-05,2.2215544959180988e-07,8.926117880037054e-05,7.854994006815712e-26
470,droplet,3m,30m,male,Liver,Ppara,-6.813645839691162,9.458504791837186e-05,8.408338771914714e-07,0.00015468614583369344,1.8534306952180335e-32
471,droplet,3m,30m,male,Lung,Col13a1,-6.811720848083496,0.0001195211079902947,1.063927129507647e-06,0.00022076879395172,1.3066675646709292e-130
472,droplet,3m,30m,male,Lung,Srpx2,-6.80689811706543,3.5030810977332294e-05,3.128731691504072e-07,9.93012436083518e-05,4.7625110442012567e-45
473,droplet,3m,30m,male,Lung,Adamts15,-6.806367874145508,6.551117985509336e-05,5.853204925188038e-07,0.00015819535474292934,7.242881430226844e-72
474,droplet,3m,30m,male,Lung,Epha1,-6.806240081787109,3.5674183891387656e-05,3.1876470529823564e-07,0.00011807530972873792,3.4738082232211005e-34
475,droplet,3m,30m,male,Lung,Fgfr4,-6.8043951988220215,4.923124288325198e-05,4.404663513923879e-07,0.00013755151303485036,2.2763472392799862e-51
476,droplet,3m,30m,male,Lung,Vipr2,-6.802313804626465,4.178424569545314e-05,3.7437857258737495e-07,0.00011570598871912807,5.3211317127288775e-50
477,droplet,3m,30m,male,Lung,Slc38a5,-6.79951810836792,0.00012828926264774054,1.1516776794451289e-06,0.00022381484450306743,5.145119595152327e-147
478,droplet,3m,30m,male,Liver,Gjb2,-6.79591703414917,0.00021216952882241458,1.9094484287052182e-06,0.00024752033641561866,6.37646328586247e-68
479,droplet,3m,30m,male,Liver,Aadac,-6.79574728012085,0.00036426031147129834,3.278596977907e-06,0.0003988043172284961,4.890046199537975e-78
480,droplet,3m,30m,male,Lung,Rian,-6.794447898864746,1.0931777069345117e-05,9.84812871251961e-08,5.62133573112078e-05,4.17213181169445e-07
481,droplet,3m,30m,male,Liver,Cml2,-6.792797088623047,0.00038241391303017735,3.4490371945139486e-06,0.00034317048266530037,1.2894651329045766e-117
482,droplet,3m,30m,male,Liver,C8a,-6.79153299331665,0.00023085666180122644,2.083949084408232e-06,0.0002703653881326318,1.9670016648129214e-67
483,droplet,3m,30m,male,Liver,Gm4788,-6.787939548492432,4.189784522168338e-05,3.7915529560450523e-07,0.00010449413093738258,1.212178803546648e-11
484,droplet,3m,30m,male,Lung,Bnc2,-6.787843227386475,1.3163735275156796e-05,1.1913272146557574e-07,5.7253262639278546e-05,1.5410613784887853e-11
485,droplet,3m,30m,male,Lung,Slc36a2,-6.784209728240967,7.837974408175796e-05,7.11135783149075e-07,0.0001617172238184139,5.26771505543907e-100
486,droplet,3m,30m,male,Lung,Epdr1,-6.78217077255249,4.630865441868082e-05,4.207501831388072e-07,0.00011498262756504118,7.214855557624502e-63
487,droplet,3m,30m,male,Liver,6330407A03Rik,6.7818989753723145,5.965732725599082e-07,6.564771319972351e-05,9.25058193388395e-05,3.739664044958878e-177
488,droplet,3m,30m,male,Lung,Serpina3c,-6.780236721038818,1.5735065971966833e-05,1.4315646978957375e-07,7.118396024452522e-05,9.877434551184514e-13
489,droplet,3m,30m,male,Lung,Cxcl13,6.779571533203125,1.8129086356566404e-06,0.00019917306781280786,0.0014386463444679976,1.7705484937884337e-41
490,droplet,3m,30m,male,Lung,Echdc2,-6.777087688446045,6.309392483672127e-05,5.752810920967022e-07,0.00013195695646572858,1.9009024549549977e-93
491,droplet,3m,30m,male,Liver,Apof,-6.775383949279785,0.0005440107779577374,4.966078449797351e-06,0.0004633924108929932,3.4834757926383823e-131
492,droplet,3m,30m,male,Lung,Tcf21,-6.7730231285095215,0.000525746785569936,4.807214281754568e-06,0.0008295124862343073,4.4690063670298954e-188
493,droplet,3m,30m,male,Liver,Fgg,-6.772650241851807,0.002967255190014839,2.7138385121361353e-05,0.0018114395206794143,1.0734587359599519e-258
494,droplet,3m,30m,male,Liver,Ces1c,-6.770807266235352,0.000760856200940907,6.96765255270293e-06,0.0006930334493517876,1.7927443402477323e-114
495,droplet,3m,30m,male,Liver,Ppp1r18,6.7689971923828125,8.49516652579041e-07,9.264959953725338e-05,0.00010304116585757583,1.1140241120561097e-284
496,droplet,3m,30m,male,Lung,Dnm1,-6.7636308670043945,2.1715290131396614e-05,1.9985164101399278e-07,7.530862785642967e-05,5.024605670608741e-25
497,droplet,3m,30m,male,Lung,Pdgfrl,-6.7633376121521,4.0192277083406225e-05,3.6997639085711853e-07,0.00011829544382635504,3.9409733466076236e-44
498,droplet,3m,30m,male,Lung,Gli1,-6.763322353363037,1.4278537491918541e-05,1.3143697685791267e-07,6.0879188822582364e-05,6.546957764044135e-13
499,droplet,3m,30m,male,Liver,Saa4,-6.76292610168457,0.00019173530745320022,1.7654616613071994e-06,0.00021015926904510707,4.364748241329803e-77
500,droplet,3m,30m,male,Lung,Vldlr,-6.761877536773682,6.2354258261621e-05,5.745626481257204e-07,0.000138286646688357,1.3628293128758779e-83
501,droplet,3m,30m,male,Lung,Serpina3n,-6.7578444480896,0.00023417013289872557,2.1638013549818425e-06,0.0004133362672291696,3.276723551089795e-148
502,droplet,3m,30m,male,Lung,Smtnl2,-6.75693416595459,7.364868361037225e-05,6.809644901295542e-07,0.00014915935753379017,1.8668171509185815e-102
503,droplet,3m,30m,male,Liver,Ifit2,6.756459712982178,6.70133488256397e-07,7.245343294925988e-05,0.00013452235725708306,2.5553011075083956e-116
504,droplet,3m,30m,male,Liver,Apol7a,-6.7562994956970215,7.183394336607307e-05,6.644775112363277e-07,0.00014408666174858809,2.426315471665216e-20
505,droplet,3m,30m,male,Lung,Mamdc2,-6.7559099197387695,0.0002602287568151951,2.407817646599142e-06,0.0003576035669539124,1.4248295018035503e-245
506,droplet,3m,30m,male,Lung,Kcns3,-6.752005100250244,5.245867578196339e-05,4.866989229412866e-07,0.0001342519244644791,1.760049111153978e-61
507,droplet,3m,30m,male,Lung,Prdm5,-6.750955104827881,1.0828471204149537e-05,1.0053628329842468e-07,5.231548857409507e-05,8.73649138102646e-08
508,droplet,3m,30m,male,Lung,Prdm6,-6.745727062225342,8.217709546443075e-05,7.657446872144646e-07,0.00015962861652951688,5.792181580724419e-113
509,droplet,3m,30m,male,Liver,Cyp2j5,-6.741962432861328,0.0003476208948995918,3.2476766591571504e-06,0.00032300298335030675,2.9138173221355205e-109
510,droplet,3m,30m,male,Lung,Slit3,-6.741876125335693,6.861659494461492e-05,6.410937203327194e-07,0.0001469429407734424,5.236498204632668e-91
511,droplet,3m,30m,male,Liver,Proz,-6.7399749755859375,7.415787695208564e-05,6.937802936590742e-07,0.00013832093100063503,5.686506358594175e-24
512,droplet,3m,30m,male,Lung,Snai1,-6.739148139953613,8.405459811910987e-05,7.868194984439469e-07,0.00018187568639405072,3.1291008509990475e-92
513,droplet,3m,30m,male,Lung,Ddah1,6.735495567321777,9.452424620803868e-08,1.0072423719975632e-05,7.001117046456784e-05,2.0162794471227336e-11
514,droplet,3m,30m,male,Lung,Rbp1,-6.732600688934326,0.0005125890020281076,4.820081812795252e-06,0.0005476090591400862,0.0
515,droplet,3m,30m,male,Liver,Ftcd,-6.731601715087891,0.0003177050093654543,2.9895779789512744e-06,0.0003521561447996646,7.793308832795745e-76
516,droplet,3m,30m,male,Lung,Mmp2,-6.726074695587158,0.00027675487217493355,2.6142365641135257e-06,0.00040469240047968924,3.3469097795557883e-217
517,droplet,3m,30m,male,Liver,Mup21,-6.725881099700928,0.00033652863930910826,3.179288114552037e-06,0.00046043682959862053,1.1255023453167489e-48
518,droplet,3m,30m,male,Lung,Prr16,-6.723243236541748,1.0122746061824728e-05,9.580670479181208e-08,5.090588820166886e-05,1.1830741800640756e-06
519,droplet,3m,30m,male,Lung,Vgll3,-6.721712589263916,6.0085603763582185e-05,5.69288602036977e-07,0.00014736840967088938,1.3660578466127696e-68
520,droplet,3m,30m,male,Lung,D0H4S114,-6.720653533935547,3.349742837599479e-05,3.1760825436322193e-07,0.00010086171823786572,9.70873747640534e-40
521,droplet,3m,30m,male,Lung,Nox4,-6.719392776489258,0.00013740741997025907,1.3039805253356462e-06,0.00022807398636359721,7.518859071217787e-163
522,droplet,3m,30m,male,Liver,Slc17a4,-6.71837043762207,2.7749065338866785e-05,2.635212865698122e-07,8.432966569671407e-05,1.7638389236933058e-06
523,droplet,3m,30m,male,Lung,Fcnb,6.718221664428711,1.0157442886793433e-07,1.069485460902797e-05,5.903156488784589e-05,6.420616614210345e-15
524,droplet,3m,30m,male,Lung,Itga8,-6.717978477478027,0.00024855523952282965,2.3610743937751977e-06,0.0003820353886112571,9.640058605329598e-196
525,droplet,3m,30m,male,Lung,Matn4,-6.71750020980835,1.7268777810386382e-05,1.6409295255925826e-07,7.028258551144972e-05,2.2325456354022103e-16
526,droplet,3m,30m,male,Liver,Prkaa2,-6.714900970458984,6.442570156650618e-05,6.132983685347426e-07,0.00013568278518505394,4.8103462157726965e-18
527,droplet,3m,30m,male,Spleen,Slc4a1,6.714016914367676,8.114068350550951e-07,8.518432878190652e-05,0.00039337502676062286,3.2787113884199246e-80
528,droplet,3m,30m,male,Liver,Cfhr2,-6.7103962898254395,0.0007434979197569191,7.0998494265950285e-06,0.0005078388494439423,6.163302604226322e-205
529,droplet,3m,30m,male,Lung,Gm684,-6.7064313888549805,1.0048688636743464e-05,9.62205533028282e-08,5.3839379688724875e-05,6.5460072308080566e-06
530,droplet,3m,30m,male,Liver,Glipr1,6.704828262329102,4.3582858211266284e-07,4.54643668490462e-05,9.33591290959157e-05,9.649129529003952e-85
531,droplet,3m,30m,male,Lung,Mrc2,-6.704054832458496,9.035175025928766e-05,8.665915629535448e-07,0.00017924448184203357,4.502327476089915e-110
532,droplet,3m,30m,male,Lung,C1qtnf7,-6.702094078063965,0.00018005962192546576,1.7293573364440817e-06,0.0002609776856843382,1.0680675787171411e-216
533,droplet,3m,30m,male,Liver,Pck1,-6.700399875640869,0.0013906622771173716,1.3372123248700518e-05,0.0013130218721926212,3.3350022296981646e-106
534,droplet,3m,30m,male,Liver,Lfng,6.694756984710693,7.458390314241115e-07,7.726242620265111e-05,0.00011065096623497084,7.165794512930063e-184
535,droplet,3m,30m,male,Lung,Nr1d1,-6.688669681549072,0.00017643277533352375,1.7103649270211463e-06,0.0002630469389259815,6.941756449323448e-205
536,droplet,3m,30m,male,Lung,Cdh11,-6.688466548919678,0.00019160640658810735,1.8577219407234224e-06,0.0002992423833347857,1.3731723168166825e-187
537,droplet,3m,30m,male,Spleen,Aqp1,6.6836395263671875,4.671639999287436e-07,4.8022666305769235e-05,0.00020896387286484241,4.111106349616439e-79
538,droplet,3m,30m,male,Lung,Dnm3os,-6.6831488609313965,1.8594653738546185e-05,1.8094955578362715e-07,7.925150566734374e-05,6.75623753423958e-16
539,droplet,3m,30m,male,Lung,Bmp3,-6.6827497482299805,4.717248157248832e-05,4.5917644797555113e-07,0.00012046890333294868,5.998117173611189e-60
540,droplet,3m,30m,male,Lung,Dcn,-6.682638168334961,0.002026702044531703,1.9729468476725742e-05,0.00448739854618907,5.666671957149887e-94
541,droplet,3m,30m,male,Lung,Ogn,-6.665485382080078,0.0008719747420400381,8.589994649810251e-06,0.0009191163699142635,0.0
542,droplet,3m,30m,male,Liver,Rcn1,6.664608001708984,1.9584803112593363e-07,1.986864663194865e-05,7.435392762999982e-05,6.944221563386066e-21
543,droplet,3m,30m,male,Liver,Thbd,6.66326379776001,2.516685526643414e-07,2.5507795726298355e-05,8.915959188016132e-05,4.260826356003548e-27
544,droplet,3m,30m,male,Lung,Sec16b,-6.659173488616943,1.3732013030676171e-05,1.35868901907088e-07,5.8700257795862854e-05,2.36818417926694e-12
545,droplet,3m,30m,male,Lung,Cxcl9,6.658116340637207,2.952114357412938e-07,2.981448960781563e-05,0.00022742498549632728,1.9793374427354786e-29
546,droplet,3m,30m,male,Lung,Mfap4,-6.64925479888916,0.0018146628281101584,1.8078846551361494e-05,0.0026418406050652266,2.0849361123928967e-221
547,droplet,3m,30m,male,Liver,Gys2,-6.643484115600586,5.15291940246243e-05,5.154238351678941e-07,0.00011195034312549978,1.744198399480933e-16
548,droplet,3m,30m,male,Lung,Rbp4,-6.6414618492126465,9.313978080172092e-05,9.329439194516453e-07,0.00035923661198467016,4.343615237410956e-28
549,droplet,3m,30m,male,Lung,Glt8d2,-6.639067649841309,1.2576319022628013e-05,1.2618031064448587e-07,5.75407684664242e-05,4.01704898090949e-10
550,droplet,3m,30m,male,Liver,Cfhr1,-6.6313982009887695,0.00021711857698392123,2.190014356528991e-06,0.00024078984279185534,3.590137401087692e-75
551,droplet,3m,30m,male,Liver,Iyd,-6.630587577819824,7.13430272298865e-05,7.200210916380456e-07,0.00013587634020950645,8.148309885730845e-23
552,droplet,3m,30m,male,Liver,Pdgfb,6.629256248474121,1.3773762930213707e-07,1.3635174582304899e-05,3.6648885725298896e-05,3.573941277327924e-21
553,droplet,3m,30m,male,Lung,Pla2r1,-6.628310680389404,4.2666495573939756e-05,4.3128630977662397e-07,0.0001137929066317156,9.437480021720521e-54
554,droplet,3m,30m,male,Liver,Sardh,-6.627589225769043,0.00044522344251163304,4.502718638832448e-06,0.0004263607843313366,7.299519006597393e-103
