,Dataset,Start age,End age,sex,tissue,Gene,dExpression,Expression at start age,Expression at end age,Max expression std. dev,Confidence (p-value)
215,droplet,18m,21m,female,Mammary_Gland,Enho,5.231750965118408,5.9504996897885576e-05,1.1373819688742515e-05,0.0001565050770295784,2.1703398163419642e-48
216,droplet,18m,21m,female,Liver,Pklr,5.231346607208252,1.925788637890946e-05,0.00010074469173559919,0.00014376577746588737,1.4872118261827336e-18
217,droplet,18m,21m,female,Spleen,Dnm3,5.227572441101074,5.433827936940361e-06,2.8405735065462068e-05,9.80360055109486e-05,4.6941297461058095e-38
218,droplet,18m,21m,female,Liver,Irf7,5.182214260101318,0.00029431801522150636,5.679387322743423e-05,0.00041900601354427636,6.600081916856888e-32
219,droplet,18m,21m,female,Liver,Clec7a,5.179172992706299,0.00014727716916240752,2.843642323568929e-05,0.00029192192596383393,2.151193819168203e-14
220,droplet,18m,21m,female,Mammary_Gland,Cldn8,5.178802490234375,1.1538869330252055e-05,2.228095127065899e-06,5.083048381493427e-05,3.1906869438134396e-06
221,droplet,18m,21m,female,Liver,Il10ra,5.158147811889648,5.6635119108250365e-05,1.097973836294841e-05,0.00013076634786557406,4.2441429368719405e-10
222,droplet,18m,21m,female,Mammary_Gland,Mboat1,5.150847911834717,3.1870033126324415e-05,6.187336111906916e-06,9.423668234376237e-05,7.442770479278609e-31
223,droplet,18m,21m,female,Liver,A430084P05Rik,5.143771171569824,6.222876982064918e-05,1.209788752021268e-05,0.0001406952942488715,5.859700080735923e-11
224,droplet,18m,21m,female,Spleen,9930111J21Rik1,5.11835241317749,1.626779521757271e-05,3.1783256417838857e-06,6.649674469372258e-05,1.167329311009352e-16
225,droplet,18m,21m,female,Marrow,Dusp1,5.11681604385376,3.940145325032063e-05,0.00020160998974461108,0.00038650905480608344,5.59631399135266e-162
226,droplet,18m,21m,female,Liver,Atp13a2,5.1143670082092285,6.969545211177319e-05,1.3627384760184214e-05,0.00014669277879875153,3.73039817572057e-13
227,droplet,18m,21m,female,Heart_and_Aorta,Rsad2,5.095556735992432,1.6708087059669197e-05,8.513701322954148e-05,0.0002921919513028115,6.250638023469045e-06
228,droplet,18m,21m,female,Liver,Folr2,5.086952209472656,0.0004122735117562115,8.104529115371406e-05,0.0007309980574063957,4.723829639017033e-17
229,droplet,18m,21m,female,Liver,Clec4a3,5.068181037902832,9.98383475234732e-05,1.969904769794084e-05,0.00019489186524879187,1.5008511549350694e-13
230,droplet,18m,21m,female,Limb_Muscle,Mid1,5.055795669555664,3.929969170712866e-05,7.77319564804202e-06,0.00010840444883797318,1.9800911880863916e-17
231,droplet,18m,21m,female,Pancreas,Ctrb1,5.0274176597595215,0.0019015726866200566,0.009560000151395798,0.02523226849734783,6.712615935664782e-16
232,droplet,18m,21m,female,Liver,Gpr65,5.012880802154541,0.0001050482242135331,2.0955658328603022e-05,0.00022373335377778858,3.765778870944781e-13
233,droplet,18m,21m,female,Liver,Oas1a,5.007229804992676,3.5780438338406384e-05,7.1457543526776135e-06,9.506505739409477e-05,6.183323125353083e-06
234,droplet,18m,21m,female,Heart_and_Aorta,Btnl9,4.999429702758789,9.765583854459692e-06,4.8822355893207714e-05,0.00015870547213125974,1.5199201629482942e-06
235,droplet,18m,21m,female,Liver,Csf2ra,4.996912479400635,9.37680306378752e-05,1.8765191271086223e-05,0.00018377882952336222,4.832855437983977e-15
236,droplet,18m,21m,female,Mammary_Gland,R3hdml,4.975281238555908,6.055958874640055e-05,1.2172093192930333e-05,0.00019744026940315962,5.966735736959904e-29
237,droplet,18m,21m,female,Pancreas,Serpini2,4.97450590133667,1.1111564163002186e-05,5.527454413822852e-05,0.00019633237388916314,1.427123372801653e-07
238,droplet,18m,21m,female,Liver,Slc15a3,4.946401596069336,0.0001431665732525289,2.8943579309270717e-05,0.000267825584160164,3.564552033891561e-15
239,droplet,18m,21m,female,Liver,Fabp2,4.946048736572266,2.5677481971797533e-05,0.00012700208753813058,0.00019475263252388686,1.0213696628917765e-15
240,droplet,18m,21m,female,Liver,Agxt2l1,4.929454803466797,1.3497069630830083e-05,6.653319724136963e-05,0.00013298240082804114,1.666916105426854e-07
241,droplet,18m,21m,female,Liver,Fam105a,4.927433013916016,0.0001023108052322641,2.0763507563970052e-05,0.0001812262780731544,2.8413310225184416e-18
242,droplet,18m,21m,female,Liver,Lyz2,4.908804893493652,0.00256517855450511,0.0005225668428465724,0.005178548861294985,2.9465418353673156e-11
243,droplet,18m,21m,female,Heart_and_Aorta,Ndufs5,4.903036117553711,1.2482206329877954e-05,6.120071338955313e-05,0.00011129306949442253,1.7095072728479821e-25
244,droplet,18m,21m,female,Spleen,Snx29,4.899025917053223,1.537386742711533e-05,3.138146894343663e-06,6.675106124021113e-05,5.154440172746479e-14
245,droplet,18m,21m,female,Liver,Ccr5,4.893299102783203,8.545412856619805e-05,1.7463498807046562e-05,0.00018764646665658802,1.5188177473928097e-11
246,droplet,18m,21m,female,Liver,Clec4a1,4.882164001464844,7.688000914640725e-05,1.574711495777592e-05,0.00016617527580820024,1.1776582834847986e-10
247,droplet,18m,21m,female,Pancreas,Cpeb4,4.872708797454834,3.3471649658167735e-05,6.8692070271936245e-06,8.333626465173438e-05,1.4201722138600851e-12
248,droplet,18m,21m,female,Liver,Acvrl1,4.86533784866333,3.953393752453849e-05,8.125629392452538e-06,9.883312304737046e-05,4.335680099610004e-07
249,droplet,18m,21m,female,Spleen,Gm4827,4.845665454864502,2.9457712571456796e-06,1.4274226487032138e-05,6.409354682546109e-05,5.842709670755806e-12
250,droplet,18m,21m,female,Liver,Rassf4,4.838564872741699,5.9773366956505924e-05,1.235353101947112e-05,0.0001359739399049431,8.93553814125197e-10
251,droplet,18m,21m,female,Mammary_Gland,Wfdc2,4.831923484802246,0.0006936099962331355,0.00014354738232214004,0.00211775372736156,2.3997816366124533e-34
252,droplet,18m,21m,female,Mammary_Gland,Cldn4,4.828388690948486,0.00040699250530451536,8.429157605860382e-05,0.001013213419355452,4.922042743221903e-57
253,droplet,18m,21m,female,Liver,Pilra,4.820218086242676,0.00014995902893133461,3.1110423151403666e-05,0.00027424358995631337,1.0138779077294664e-15
254,droplet,18m,21m,female,Marrow,Upp1,4.804996490478516,3.289607320766663e-06,1.5806555893504992e-05,7.570923480670899e-05,1.136108351955884e-10
255,droplet,18m,21m,female,Fat,Daglb,4.792928218841553,2.7557396606425755e-05,0.00013208063319325447,0.0003394712111912668,6.538886545092234e-12
256,droplet,18m,21m,female,Liver,Tmem86a,4.790495872497559,9.62036574492231e-05,2.0082190530956723e-05,0.00019536451145540923,3.614151418157889e-13
257,droplet,18m,21m,female,Marrow,Ier3,4.78867769241333,1.712498487904668e-05,8.200604497687891e-05,0.00018388786702416837,4.557922143368366e-99
258,droplet,18m,21m,female,Kidney,Dpys,4.7859272956848145,1.637067543924786e-05,3.4205850170110352e-06,6.607078830711544e-05,3.4687919651926136e-07
259,droplet,18m,21m,female,Liver,Klra2,4.7816290855407715,6.18774865870364e-05,1.2940669876115862e-05,0.00014084223948884755,4.636765056909191e-08
260,droplet,18m,21m,female,Mammary_Gland,Mid1,4.781207084655762,2.7628953830571845e-05,5.778655577159952e-06,8.344543311977759e-05,8.09565786326409e-26
261,droplet,18m,21m,female,Mammary_Gland,Scnn1a,4.751753330230713,1.553530637465883e-05,3.269383114457014e-06,5.498385144164786e-05,4.2347824106116634e-12
262,droplet,18m,21m,female,Liver,Pld4,4.731665134429932,0.00022077743778936565,4.665956657845527e-05,0.0003476811107248068,8.148953561886079e-21
263,droplet,18m,21m,female,Spleen,Cdkn2a,4.728275299072266,2.8221825232321862e-06,1.3344059880182613e-05,6.268304423429072e-05,5.338399928803329e-10
264,droplet,18m,21m,female,Liver,Lyz1,4.685631275177002,0.002115170704200864,0.00045141635928303003,0.004507914651185274,3.421369315921267e-09
265,droplet,18m,21m,female,Liver,Sfpi1,4.680215835571289,0.0003002508310601115,6.415320240193978e-05,0.0004347983922343701,2.569007190854469e-27
266,droplet,18m,21m,female,Liver,Itpripl2,4.677597522735596,4.680932761402801e-05,1.000712927634595e-05,0.000123293386423029,5.872015766940485e-06
267,droplet,18m,21m,female,Marrow,Cd300ld,4.657968997955322,5.528703695745207e-06,2.575253529357724e-05,9.776285878615454e-05,3.881457824536069e-23
268,droplet,18m,21m,female,Liver,Fcer1g,4.654015064239502,0.001393799320794642,0.0002994831884279847,0.0017963360296562314,3.0928698089234726e-33
269,droplet,18m,21m,female,Marrow,Hist1h2bm,4.649755001068115,1.53804703586502e-05,3.3078013075282797e-06,5.973169027129188e-05,1.579113701860706e-10
270,droplet,18m,21m,female,Liver,Nr0b2,4.648048400878906,1.0169094821321778e-05,4.7266446927096695e-05,9.283501276513562e-05,2.2535400028531017e-06
271,droplet,18m,21m,female,Mammary_Gland,Dkkl1,4.64306116104126,7.922659278847277e-05,1.70634375535883e-05,0.0002099908160744235,1.5774548064724175e-45
272,droplet,18m,21m,female,Mammary_Gland,Mrgprg,4.63078498840332,9.229402166965883e-06,4.273938247933984e-05,0.00029442718368954957,9.871151133827667e-06
273,droplet,18m,21m,female,Fat,Gm3258,4.618692874908447,6.276291514950572e-06,2.8988266421947628e-05,7.132111204555258e-05,2.973974587798947e-10
274,droplet,18m,21m,female,Fat,Rpl30,4.617866516113281,3.420098437345587e-05,0.00015793558850418776,0.00017143605509772897,1.0601423722544517e-74
275,droplet,18m,21m,female,Limb_Muscle,Myl9,4.617245674133301,0.00048560340655967593,0.00010517166811041534,0.0019616256467998028,6.877601305910542e-07
276,droplet,18m,21m,female,Mammary_Gland,Fgfr2,4.60252046585083,3.725481656147167e-05,8.094437362160534e-06,0.0001037502006511204,1.840494086318474e-34
277,droplet,18m,21m,female,Fat,Pou2af1,4.58325719833374,4.023670044261962e-05,8.779061317909509e-06,0.00013052744907326996,1.4622455650503006e-09
278,droplet,18m,21m,female,Liver,Vcam1,4.581426620483398,0.00018852230277843773,4.114925832254812e-05,0.0004830308607779443,5.265040392103672e-07
279,droplet,18m,21m,female,Spleen,Ramp3,4.580900192260742,4.813208761333954e-06,2.2048832761356607e-05,8.07010947028175e-05,4.011283329272087e-25
280,droplet,18m,21m,female,Mammary_Gland,Rab27b,4.573812961578369,2.426238643238321e-05,5.304629212332657e-06,7.92986320448108e-05,4.859874435406065e-20
281,droplet,18m,21m,female,Liver,Hrsp12,4.573277473449707,0.0003427797055337578,0.001567626721225679,0.0018476340919733047,3.188202350554308e-29
282,droplet,18m,21m,female,Liver,C3ar1,4.566071510314941,6.285036215558648e-05,1.3764646610070486e-05,0.00014960879343561828,5.6741623921845605e-08
283,droplet,18m,21m,female,Marrow,Rps28,4.5649919509887695,0.004001860041171312,0.0008766411920078099,0.002836701227352023,0.0
284,droplet,18m,21m,female,Liver,Vsig4,4.563250541687012,0.0014710924588143826,0.0003223781823180616,0.0023701374884694815,5.034165786002199e-18
285,droplet,18m,21m,female,Mammary_Gland,Fam108c,4.558156490325928,3.4692879125941545e-05,7.611163709952962e-06,8.610677468823269e-05,3.6288644346581594e-39
286,droplet,18m,21m,female,Liver,Ms4a6c,4.557310581207275,0.000173715190612711,3.8117919757496566e-05,0.00031506922096014023,6.995338273594854e-15
287,droplet,18m,21m,female,Mammary_Gland,Ltf,4.522177696228027,0.00016197090735659003,3.5817014577332884e-05,0.000988117535598576,9.60416316944656e-06
288,droplet,18m,21m,female,Liver,Ifi27l2a,4.509779930114746,0.0008326704846695065,0.00018463660671841353,0.0011686558136716485,6.397883621197743e-27
289,droplet,18m,21m,female,Mammary_Gland,Slc35f3,4.503489017486572,1.717601844575256e-05,3.813934881691239e-06,6.920492887729779e-05,1.0467023023215332e-10
290,droplet,18m,21m,female,Marrow,Slc24a5,4.491668224334717,1.2061553206876852e-05,2.68531607616751e-06,5.098287874716334e-05,2.34709228601716e-06
291,droplet,18m,21m,female,Liver,Cyth4,4.480345726013184,9.89407126326114e-05,2.2083275325712748e-05,0.00017482927069067955,3.7965494458293224e-17
292,droplet,18m,21m,female,Heart_and_Aorta,Rbp7,4.4784746170043945,4.608039671438746e-05,0.0002063698775600642,0.0006050525116734207,1.3342559746897034e-07
293,droplet,18m,21m,female,Liver,Msr1,4.4414849281311035,0.00011913522030226886,2.6823283405974507e-05,0.00022588350111618638,5.779444149698856e-14
294,droplet,18m,21m,female,Marrow,Il1f9,4.4410295486450195,1.1156424989167135e-05,4.954601899953559e-05,0.0001561494718771428,1.1454313050752535e-40
295,droplet,18m,21m,female,Marrow,Hist1h2ag,4.434921741485596,1.1180024557688739e-05,2.520905809433316e-06,4.29663086833898e-05,2.5335104181962227e-06
296,droplet,18m,21m,female,Liver,Rgs10,4.422168731689453,0.00013831643445882946,3.127796298940666e-05,0.0002281609340570867,2.3557579187661203e-18
297,droplet,18m,21m,female,Liver,Lst1,4.4131999015808105,0.00034127445542253554,7.73303909227252e-05,0.0005223880289122462,5.0168290435189265e-20
298,droplet,18m,21m,female,Liver,Dnase2a,4.364776611328125,5.0243026635143906e-05,1.1511017873999663e-05,0.00011505902511999011,1.3124237260454507e-08
299,droplet,18m,21m,female,Liver,Hsd17b13,4.3491926193237305,5.9711372159654275e-05,0.0002596962731331587,0.00034994410816580057,3.553800765847794e-19
300,droplet,18m,21m,female,Liver,Dmpk,4.340738296508789,0.0001613283238839358,3.716610081028193e-05,0.0002808099379763007,8.621509386354683e-14
